0.0761346	-0.110449664	0.038242925	0.020962182	-0.24101362	-0.0655119	-0.008190091	-0.13221969	-0.028526962	-0.12662385	0.07629881	-0.01697101	-0.1007768	-0.18741907	0.05836469	0.18984169
-0.033528488	-0.14385575	0.031994462	0.06024709	-0.20611846	0.072299115	-0.06957999	-0.10967104	0.009517906	-0.24446173	-0.056341875	-0.09717498	-0.081853546	-0.18495047	0.12523293	0.16086754
-0.17406578	0.09268651	-0.111208	0.15281306	0.08939838	0.1753005	-0.20082034	0.14156166	0.17731439	-0.19066335	-0.18849492	-0.16100983	0.0925132	0.034848575	0.24495149	-0.10476832
-0.04942433	-0.13549125	0.031821694	0.09461073	-0.15913293	0.03678399	-0.081986636	-0.092918515	-0.050886016	-0.20696618	-0.06435447	-0.094029024	-0.091039345	-0.17405918	0.17742331	0.11616419
-0.087967806	-0.026255643	-0.049342424	0.14647144	-0.14587305	0.073369324	-0.033566732	-0.017084131	0.07051936	-0.16743508	-0.055569712	-0.13944638	0.051608935	-0.1475835	0.16391157	0.052236393
0.035364848	-0.17379734	0.036477752	-0.021112569	-0.16093855	0.0067668916	0.084228314	-0.1752336	-0.10806	-0.12534134	0.04524361	0.024139425	-0.1558149	-0.17610817	0.031341657	0.12342479
-0.08770783	-0.025785964	-0.02976004	0.12354776	-0.041466728	0.14898771	-0.114176095	-0.008506524	0.07151704	-0.17599416	-0.12341513	-0.17993315	0.07133805	-0.026058683	0.1541204	0.049803574
-0.041457433	-0.0036206185	-0.08119013	0.14085637	-0.04265569	0.108874656	-0.06648081	-0.017905708	0.08184724	-0.18301804	-0.11955488	-0.1291349	0.030383222	-0.105420865	0.10199807	0.020012341
-0.15100618	0.0414425	-0.15314873	0.16649562	0.009408457	0.18862991	-0.15310466	0.03585438	0.13280644	-0.2622583	-0.15163377	-0.21736464	0.09674037	0.108122066	0.21915358	-0.028833447
-0.022887668	-0.011385247	-0.027270233	0.09517839	-0.10802316	0.08268976	-0.09831425	-0.0055266335	0.042260066	-0.2133821	-0.03774997	-0.13879637	-0.058713786	0.031311788	0.18456157	0.043431863
0.104798555	-0.20615126	0.118540436	0.0059781466	-0.1516838	-0.12509663	0.08389599	-0.16110146	-0.19589777	-0.06431141	0.068839565	0.040056042	-0.1698318	-0.20340952	0.026481163	0.16951995
0.03519689	-0.11231879	-0.018763253	0.07120448	-0.095925935	0.05222993	-0.009695913	-0.12844755	-0.0314156	-0.1257375	0.02286657	-0.017044595	-0.060040172	-0.06530582	0.0810769	0.13865495
0.04846923	-0.1774822	0.13327833	-0.01241932	-0.16144419	-0.09190956	0.0945862	-0.20425923	-0.16229095	-0.0623664	0.06575038	0.09373637	-0.13281693	-0.18370123	0.0056908196	0.21884924
-0.07901428	0.039886907	-0.1304391	0.1297473	-0.0035894467	0.13179079	-0.12528662	0.016438613	0.09635249	-0.15242389	-0.14838205	-0.115905285	0.05755723	-0.03836973	0.1613352	-0.05343247
0.013347419	-0.13497336	0.008844583	0.059626162	-0.13586012	0.020659223	-0.030048506	-0.08816956	-0.016155459	-0.13291198	0.035814773	-0.055249225	-0.09848741	-0.104229644	0.053020574	0.1743093
-0.021278864	-0.0885003	-0.04036202	0.038821895	-0.14237466	0.08199965	-0.04104943	-0.104359046	0.0006891825	-0.1966565	-0.035977464	-0.055106014	-0.037106454	-0.08356732	0.13540535	0.04344247
0.032064	-0.1430489	0.1006789	-0.03743582	-0.12615709	-0.052173838	0.0060242875	-0.14298691	-0.09701545	-0.054104406	0.015666438	0.047882307	-0.13999294	-0.13274977	0.048681594	0.15972292
0.055862684	-0.17052336	0.05147642	-0.0077797193	-0.18802589	0.022975061	0.023825618	-0.09863098	-0.0990409	-0.08344613	0.009022535	0.039078683	-0.082424834	-0.114079654	0.020993413	0.1549172
-0.0028538604	-0.037118275	-0.0032914432	0.10571617	-0.15178709	0.090726204	-0.073452055	-0.07561226	0.029163852	-0.13982214	-0.077731006	-0.065364644	0.014075447	-0.13330767	0.08434361	0.109989844
0.0010645243	-0.11962098	-0.024233054	0.110891916	-0.139693	0.04162698	-0.026963286	-0.1631651	-0.011485163	-0.16922522	0.0066633704	-0.028151842	-0.089084625	-0.116042435	0.11910772	0.09285638
0.104965955	-0.19698448	0.12109635	-0.10719779	-0.22022913	-0.10679989	0.09211453	-0.2096197	-0.20698394	0.09525896	0.11013909	0.11895223	-0.14803839	-0.19675021	-0.06492893	0.17115991
-0.22667289	0.20316948	-0.21542744	0.23402533	0.17831798	0.25479755	-0.28362635	0.18252844	0.21619111	-0.32653418	-0.2590454	-0.2539862	0.2154511	0.22041194	0.25962272	-0.13831033
0.011071908	-0.068352945	0.0448619	0.027424714	-0.059879187	0.002497824	0.022404844	-0.12645239	-0.034651935	-0.08478035	0.0017197906	0.02526527	-0.05751009	-0.13134684	0.04625965	0.121446505
-0.10972662	0.017704412	-0.10906001	0.099622086	0.043617643	0.04808282	-0.08615024	0.08153069	0.07045092	-0.20177148	-0.06400122	-0.068749465	0.04354363	-0.0053988323	0.14637533	-0.08904095
0.06617534	-0.14680983	0.08941742	-0.061220307	-0.20034534	-0.056579985	0.11168924	-0.17888913	-0.16452524	-0.014777217	0.13134311	0.118575506	-0.13813643	-0.18370773	-0.06758005	0.19569977
0.16194145	-0.2159507	0.19294326	-0.13051306	-0.23783363	-0.114698745	0.104326114	-0.20135409	-0.23544279	0.079966925	0.17983195	0.105764695	-0.17009483	-0.15613769	-0.07363534	0.1909067
